0	3.41022912e+01	1.21662248e+01	-3.25394143e+00	-2.51900078e+01	
1	3.48609718e+01	1.20507124e+01	-2.37974838e+00	-2.51900078e+01	
2	3.55130073e+01	1.12982157e+01	-9.75216191e-01	-2.51900078e+01	
3	3.55437172e+01	1.13289256e+01	-9.75216189e-01	-2.51900078e+01	
4	4.06468315e+01	1.64259727e+01	-9.69148977e-01	-2.51900078e+01	
5	4.06468315e+01	1.64259727e+01	-9.69148977e-01	-2.51900078e+01	
6	2.25405806e+01	1.27013726e+01	-9.69148977e-01	-1.08083570e+01	
7	2.25540570e+01	1.27148494e+01	-9.69148977e-01	-1.08083566e+01	
8	3.58639958e+01	2.60251287e+01	-9.69148977e-01	-1.08080161e+01	
9	3.51206451e+01	2.52345629e+01	-9.21933716e-01	-1.08080160e+01	
10	1.31302859e+01	1.35451383e+01	-9.21933715e-01	-5.07081256e-01	
11	1.31302859e+01	1.35451383e+01	-9.21933715e-01	-5.07081256e-01	
12	1.31302859e+01	1.35451383e+01	-9.21933715e-01	-5.07081256e-01	
13	6.56477589e+00	6.97962836e+00	-9.21933715e-01	-5.07081250e-01	
14	6.56477589e+00	6.97962836e+00	-9.21933715e-01	-5.07081250e-01	
15	6.56477589e+00	6.97962836e+00	-9.21933715e-01	-5.07081250e-01	
16	6.56477589e+00	6.97962836e+00	-9.21933715e-01	-5.07081250e-01	
17	6.56477589e+00	6.97962836e+00	-9.21933715e-01	-5.07081250e-01	
18	6.56477589e+00	6.97962836e+00	-9.21933715e-01	-5.07081250e-01	
19	6.56477589e+00	6.97962836e+00	-9.21933715e-01	-5.07081250e-01	
20	1.30234422e+00	1.71719668e+00	-9.21933713e-01	-5.07081250e-01	
